Papel,Tam. médio candle,Volume médio,Fragilidade,Antifragilidade,Risco
CSMG3,0.290845035663338,13409930.788587732,5.1360228184845215e-05,1.2715140557286265e-05,4.039296927426714
CSAN3,0.849170050547599,42232770.16933446,8.345611718750739e-05,2.1856831249439103e-05,3.818308163478595
ALPA4,1.89984322155935,5090241.357375026,0.0002886423776435813,0.0001171998394815959,2.46282229498196
ABCB4,0.0375022279625444,4400996.310623184,3.9448897153505944e-05,5.081962733761063e-06,7.762531765814538
VIVR3,0.003368834688346883,1190675.4412827461,0.03744224829972794,0.001060632730816103,35.30180354788602
RPMG3,0.01102983008181246,1776914.0028319699,0.35538389532729325,0.015205342315614429,23.372304809103053
PDGR3,0.06581035801713585,36509381.832313344,0.0001486230056870717,2.844020503404579e-05,5.225806407132262
OSXB3,15.021988181818184,4216135.146320347,3.6525072155465725e-05,8.595997307178777e-06,4.249079059734294
OIBR3,0.015021961674230967,26086942.477559254,7.502252298741949e-05,1.0458644058204074e-05,7.17325521070483
MMXM3,20.600759192825116,17643285.092675634,0.00013925959852921616,7.541858494576882e-06,18.464891462675073
LUPA3,0.20182007586810624,3315664.63583309,7.155410545926107e-05,5.002095754536802e-06,14.304825211385232
FHER3,0.04819720236244949,1564228.1917935966,2.6521866601448803e-05,3.6705822366289533e-06,7.225520337559954
WIZS3,0.053465731874145016,10517446.005471956,9.199610537080353e-05,1.5220072464567077e-05,6.044393388071841
VLID3,0.17070889412773252,9922302.781825975,6.153712802558104e-05,2.735936162343029e-05,2.249216515815239
VIVT3,0.2759470797720798,1153047.012345679,0.0005178529278293831,0.00032273949269320953,1.604553950023231
VALE3,0.7452165654893305,196639730.65838853,0.003305901588261805,0.0010816364660306685,3.0563888072243217
USIM3,0.6103748800174522,7785723.776396161,0.0016592428392106198,0.00030165299746932737,5.500501745815852
TUPY3,0.1012692776327241,3597664.628372498,0.010881761176916494,0.0030912861607673074,3.5201403593821494
TRIS3,0.01370244574578023,1720975.6582845333,6.60597609054923e-05,1.688595092053376e-05,3.912113757547518
TPIS3,0.012430541401273885,1390783.7557324842,4.8256151997086596e-05,7.219457195025107e-06,6.684180083558037
TOTS3,0.8295164945496273,20268702.050200805,0.0007795895528820563,0.00023150208715227893,3.367527102981378
TIMP3,0.025441147769516732,46282623.15009294,0.00019234193132353902,7.527382961383985e-05,2.555229783183172
TGMA3,0.11718695033217337,3742958.9139512815,4.9523309989359885e-05,1.958274696579395e-05,2.5289255933227572
TEND3,0.10618684615384613,13952965.716153847,6.12794856821767e-05,8.652896536737403e-06,7.081962140885864
TECN3,0.026976415094339616,1360003.6419696272,4.379215736634927e-05,6.109847940711317e-06,7.167470907835871
TCSA3,0.017297886029411767,6068384.897671568,3.358271641038403e-05,2.6232977350963126e-06,12.801717457035453
PMAM3,0.08109495524816926,2462691.1095741796,6.213056624855071e-05,3.658455529086287e-06,16.98273103351568
PLAS3,0.04698026944065487,1659339.3414051842,6.028984893700021e-05,9.081198226107475e-06,6.638975103932137
LAME4,0.3287602505065391,31271035.997973844,0.0003928893730211777,0.00011040797826968646,3.558523389147586
ITUB4,0.1580191252779837,426445095.3828762,0.00018225107905133102,5.7810542031009795e-05,3.1525578665837597
GOLL4,0.32958612531969317,33911179.4741688,8.376556731412026e-05,4.842058009584518e-06,17.299579465655334
GOAU4,0.367911621522694,28999021.85387811,0.0003658707997591442,0.00013145500154148555,2.7832398575088066
GGBR4,0.21075689038502,90973201.46076162,6.468069563661478e-05,1.9293855556127876e-05,3.3523986664278564
WEGE3,0.08936739130434782,29388435.690718472,5.37909050358126e-05,1.0776012978981823e-05,4.991726080947525
VVAR3,0.035529776951672865,72938228.08327137,0.00042642076489185206,6.204451503910712e-05,6.872819694425459
VULC3,0.07981406896551721,1564719.4868965517,0.012243419640109861,0.001421061759172764,8.61568440715558
UGPA3,0.33516811759343657,82149096.48951687,0.00018948860799330165,5.630800337784639e-05,3.3652162503750462
FESA4,1.7053621457085832,1446795.1994211578,0.0012592636058668435,0.00021877797800900424,5.755897450588084
CMIG4,0.4002618960468523,50246496.00091508,5.592777013889095e-05,4.1880061972303615e-06,13.354271103007788
HGTX3,0.16541822173435783,23383279.19648738,0.001593480337060517,0.0004665956838649677,3.415120182555458
DASA3,0.2670345068238213,11331764.42617866,7.28443723213413e-05,1.78927113019013e-05,4.07117574817187
BRAP4,0.3579779055441479,31927768.04476386,1.3611169716830225e-05,9.395496661711502e-06,1.4486908150687148
BPAN4,0.011910851063829787,6146009.529078014,1.3186819780166356e-05,4.579629357838405e-06,2.8794513157699217
BBDC4,0.3587480603842634,181237743.02371454,6.634829949668866e-05,2.175342523546921e-05,3.0500162056551443
AZUL4,0.4026170026881721,81480024.5672043,0.00012602706520841735,4.211441563217364e-05,2.9924923168621147
TBOF11,0.3145969066032123,857967.8791850089,3.763094310732969e-05,1.4507815578862763e-05,2.5938393621543057
