Papel,Tam. médio candle,Volume médio,Fragilidade,Antifragilidade,Risco
FVBI11,1.7057128082191773,373991.4444657535,2.1056403284007783,0.7851209254236244,2.6819312289564143
FIIB11,10.979557808857816,327977.6732692308,0.26380567244884223,0.05426450054423363,4.861477942357571
FIGS11,0.6242896935096153,423658.8744050481,0.4336720174790075,0.06304301894931004,6.878985567421875
FEXC11,0.9273707650273222,372770.7720765027,0.6865949790152699,0.41106918180020513,1.6702662457167137
CARE11,0.003054545454545455,350804.48823609226,2.3819585789375246,0.2853613436316133,8.347166258133791
BRCR11,0.5779366004296456,3969587.1973469383,0.28178238592065113,0.07736778728748024,3.6421150946661434
BCRI11,0.5643352789699569,364632.5282403434,0.26695550954233727,0.13915760729391813,1.918368062900752
BBPO11,0.506850578831312,3481969.6030540247,0.3397132516850386,0.14503172556663688,2.342337515173206
TRPL4,0.2414329760280647,11285551.943480803,0.9229443670676925,0.0331903334781969,27.807625605026985
STBP3,0.006333924611973393,7332615.167405765,1.0713923207704108,0.31744950258334276,3.375000786114412
SMTO3,0.16962836966533626,8003771.217684986,1.0287028884313054,0.3736765623220619,2.7529232286843124
SLCE3,0.20339221556886225,7719781.094232587,1.9344505426432699,0.3679874845336464,5.256837865273639
SHOW3,0.023371040825482275,1289776.4158815613,0.15474453258301216,0.01911781761550133,8.094257184331564
SEER3,0.14766253132832077,11331710.549498746,0.5201645243179054,0.18271297839060008,2.846894232143205
SBSP3,3.98599438243367,26502221.799194876,0.21352965532618515,0.011021238317720087,19.374379645059435
RSID3,0.08180238466681526,12372621.28549142,2738.404345364133,254.2262565717648,11.375177147394256
RLOG3,0.024242423133235734,4788870.9641288435,0.9337195394234847,0.12287844881439058,7.598724987437623
RENT3,0.25817890094979645,48367525.286295794,2.215267009543011,0.6116465411871166,3.6218091011248124
RAIL3,0.06150222222222222,137019083.57124183,2.7807566377972126,0.9329913423789008,2.980474213948181
RADL3,0.6108770165208941,62463348.072886296,1.1350416069439229,0.412514007065373,2.7515225846962514
QUAL3,0.1315969453376206,48347166.489664674,0.9880912532383319,0.37383651774110177,2.6431105746673698
PSSA3,0.23182510504201675,15460365.922268908,1.0278504219171185,0.3471443325239446,2.9608734051454566
PRIO3,1.6582276748104468,15364582.693344567,1.3625479625601649,0.43557411145800956,3.1281656249019703
POSI3,0.07296870830806548,4020698.3577926015,0.11218886416703834,0.03532699178186767,3.175726505663629
POMO4,0.037608557619408636,6648844.848104624,3.257429099156252,0.6598415428725345,4.936683866516584
PFRM3,0.0763906192800488,1600132.067724222,0.8727671952087012,0.3207798691813075,2.7207667283990498
PETR3,2.7515496522693996,125703076.572877,2.590677652014735,0.8785447469139266,2.9488283449591335
LREN3,0.7910551348406428,69481893.04821575,3.1557246393769813,0.8150115646380973,3.871999829570846
LPSB3,0.10748422492401216,3064208.043768997,0.8690436027106417,0.09830626204968225,8.840165261002829
LOGN3,0.037266740296623545,2995229.578415904,0.4929982891243651,0.06571198719686751,7.502410293077643
LLIS3,0.10153526242613833,1823779.1074035454,9.046321057086404,2.3924251252384225,3.7812347653659057
LINX3,0.29256325267304445,17626001.684862126,2.869697457531248,0.9798486675692797,2.928714966414288
LIGT3,0.11440111587982832,18434929.874191705,0.5879263936994128,0.16811538624700428,3.4971599377322864
LEVE3,0.13342653778558874,5054298.578646748,1.9560393252309698,0.7629315139162963,2.5638465439580376
LCAM3,0.09734491611591255,8215925.2689374685,0.8672827693385831,0.13022236032949486,6.660014202969004
LAME3,0.2133077330508474,4759120.0802966105,-0.05336907183279857,17739.752605277106,-3.0084455688206127e-06
KLBN4,0.006223398851590107,7954666.79085689,6.57876007970749,0.44448519434134615,14.800853129553909
JHSF3,0.009104944029850747,3514371.8550995025,0.4885670358951248,0.05319702793132477,9.184103979001332
JBSS3,0.05413963112213268,78069787.42684439,0.740941245371888,0.2996967318696784,2.4723033873258338
ITUB3,0.11603780578206076,8192140.50074129,7.741575210336454,2.7128866016701645,2.853630227511324
ITSA3,0.0279195616693868,2781185.1886220565,51.56929547158942,6.323949462330017,8.15460271761708
IRBR3,0.8186274289985054,137277364.7967115,2.2858491027980996,0.8267275951439954,2.7649362573895475
IGTA3,0.19096042944785274,18370308.720552146,0.4956796631217465,0.10405774006896572,4.763505941924435
HYPE3,0.1122829120323559,53222766.50792046,1.144282560944371,0.37513439359485534,3.050326977430373
HBOR3,0.021573658536585365,3227153.077723577,0.17246978392745116,0.02757750863660989,6.254001628649401
GUAR3,1.1306266179775282,3429734.048539326,30.15572476721737,12.364916588476119,2.43881344054694
GRND3,0.05505057561486131,4775364.848770278,0.3844679096812849,0.14801284231335463,2.597530752550084
GGBR3,0.10898399436751939,2825704.4128138935,0.5872451003032182,0.15012663919871008,3.9116648679914223
GFSA3,0.12789981417953114,29128755.83733562,0.4250523079037761,0.049928332033449346,8.513248702540544
FLRY3,0.11016462984723853,19205148.166079123,0.8450912322889218,0.2672333743358762,3.162371595198871
EZTC3,0.10354250315656567,11746705.124684343,0.22479117621331465,0.0320427418877225,7.015353960687293
EVEN3,0.022892757444168733,9210581.791253101,0.2478696426908432,0.054648604526284256,4.535699398721621
EQTL3,0.17610075604838715,38873363.21337365,0.9694260944331462,0.33471678527441867,2.8962577829443448
ENEV3,0.07009628357276702,10962814.565896316,0.14009965354126552,0.028758435543013678,4.871602049830562
ENBR3,0.10054364209372431,22115419.912852835,2.341477299062175,0.7952933753782013,2.944167990772822
CRFB3,0.06844578402366865,56760349.15680473,0.9566387037241455,0.3262491796916856,2.932233284473528
CPLE3,0.15899922661200147,1723796.3004099887,1.1142586720620593,0.3300642700182262,3.375883951330236
CPFE3,0.11867496747332815,23358182.649752796,0.6069636986313025,0.19552151412359792,3.104332028891785
CMIG3,0.30500849972522437,3629618.584539293,7.317412832300972,2.8871231373007147,2.5344997370435367
CIEL3,0.17662529388714732,124381383.97139499,2.518919028896574,0.8865920927864264,2.8411250781404873
CGAS3,2.8185341245727304,1060210.074409419,7261.874133875471,284.04656591302853,20.20724946056012
CCRO3,0.17507072286426467,51682611.27033764,1.0168958911141392,0.4377320603639077,2.3231012374756026
CCPR3,0.05016848303393212,1310312.0502994012,12.945390559411381,4.240313019415426,3.0529327670238944
CARD3,0.022181990727325414,1024918.5114459577,0.1632885304557382,0.03793523720068845,4.304402516106446
BTOW3,0.5375970344387755,36251687.58896684,0.7761400032241076,0.26679900737349865,2.9090813000573488
BRPR3,0.03924129045145824,18641878.762684777,0.8775167392094226,0.26698601287353735,3.2867517281703966
BRML3,0.08610624029804408,51858565.46786712,1.5870298295497587,0.6687161895764414,2.3732487029437235
BRFS3,0.2534118647380766,122913121.43940578,3.1256681302421243,1.282036647952106,2.438048970936198
BEEF3,0.02582769133058114,10795654.49444268,0.23059098345142073,0.01708665006622187,13.495388654752738
BBSE3,0.1292225638051044,123924757.15603249,5.696734651813963,1.740817670728172,3.272447624817054
BBRK3,37.69956340946167,3995771.4234910277,0.7806577865413599,0.033079133403544105,23.599704896069618
BBDC3,0.2883262079062957,24211719.42240117,29.85341710209406,8.050051681488616,3.7084752102577263
BBAS3,0.2108566404103315,131112998.38468584,0.4866820605551963,0.0378407847651643,12.861309921966233
ARZZ3,0.35345278875713665,10137236.351339482,1.0652549921770784,0.3941152052098502,2.7029025475174797
ANIM3,0.1659210394489668,7028278.871634315,0.8484420530332909,0.3082183963659146,2.7527300869673814
AMAR3,0.06578554639175258,6128738.78886598,0.5521674790342702,0.10544903987312915,5.236344301461727
ABEV3,0.02835132325141776,273797218.9810964,1.20741604400696,0.3400491201277536,3.550710684248628
AALR3,0.046335487661574616,4226787.042303173,0.9681972396954663,0.32488486670490463,2.9801241575677553
SLED4,0.09767228235836019,1215706.3327959466,13.750173445600694,1.8688393664260203,7.3576004939882065
OIBR4,0.010400983358547656,26787516.28139183,0.5198579482306064,0.05450301061532382,9.538151055539041
VIVT4,0.2609030849549122,75802029.78025629,0.7787848840574403,0.2821039558116742,2.7606308526114334
SAPR4,0.012236160201973835,3689745.8494376866,1184.3941199467524,378.8682952850511,3.1261367992157902
RAPT4,0.018836438458660683,6572302.653572764,1.404523987317824,0.23155110209219731,6.0657192931803925
PETR4,3.371203843338213,497294286.0400622,0.513662278562532,0.11686730410478396,4.395260783135539
PARD3,0.1641553708439898,10433060.43606138,2.3876436100777534,0.8355199790666371,2.857673867649461
OMGE3,0.14584043348281014,8737014.355754858,0.7807881725832798,0.3298807613780456,2.366879988155754
ODPV3,0.16119836561743342,13311243.352300242,1.0724738853881832,0.3049124717460434,3.51731721318841
MYPK3,0.4487019655667145,9367876.872625537,7.940991049502878,2.017836618156875,3.9353984252482785
MULT3,0.279260512086514,32752802.559796438,1.2983554903348615,0.4523120000877569,2.8704865006521088
MRVE3,0.14071416772554005,43559939.98634053,0.8330474906767386,0.14501922359323538,5.744393536496614
MRFG3,0.04973017704710717,24512263.228896618,0.7202831102628989,0.030437421442201015,23.664393241414253
MOVI3,0.04231730279898218,15841796.89821883,0.7527824371890585,0.2642249106343915,2.8490214468486843
MILS3,0.06991828282828283,6988079.477575758,1.2042932889050224,0.1956429480472404,6.1555670721861695
MGLU3,6.773427051397656,90842780.90757439,0.7990958561079508,0.16385767578574106,4.8767679162790145
MEAL3,0.015302485966319166,4951379.963111468,0.38573689422611185,0.133126478588776,2.8975219529214953
MDIA3,0.633061730249324,13093466.304295585,0.53942879456592,0.1545497372191914,3.4903248900441075
KEPL3,0.10267356595294738,1923291.8164816282,123.51279171319237,2.72938764357501,45.25293136866872
JSLG3,0.049966484627831716,3197417.987459547,0.5392364680393448,0.049402168990928884,10.915238724404148
ITSA4,0.011612545754026355,88383737.01958272,1.8782411550227769,0.5045570785377652,3.7225543648421806
EMBR3,0.06764838983050846,26258385.24858757,1.1874317114776107,0.1221301455366128,9.722674989539223
ELET3,0.34341643183897536,30133306.189204026,0.5558989173018968,0.10527512756109078,5.28043926595397
EGIE3,0.18012224025974027,45303071.03571428,0.6206824988809516,0.2487076255124999,2.495631155666984
ECOR3,0.02717969818913481,24449278.689336017,1.476243012557702,0.527163699432972,2.8003502785673198
DTEX3,0.031576673076923086,19454111.17730769,1.7469283201028936,0.6907954843018665,2.5288647071403174
DIRR3,0.023250078308535628,4847978.232967894,0.28781654313453114,0.0348607313733307,8.256182007550127
CYRE3,0.145269489431787,46880096.46582487,1.1952575740498046,0.2900758552226041,4.120500043454373
CVCB3,0.2803018483110261,38831882.2766093,0.8293777529981912,0.3392119811268721,2.445013145594015
CSNA3,0.8782839498260392,61114741.663065374,2.7549125780295944,1.3779827339186677,1.9992359194481728
CSMG3,0.290845035663338,13409930.788587732,0.5136022818483011,0.1271514055728634,4.039296927425504
CSAN3,0.849170050547599,42232770.16933446,0.8345611718750718,0.21856831249439046,3.8183081634785956
ALPA4,1.89984322155935,5090241.357375026,2.8136716665686174,1.1719983948159498,2.4007470308954435
ABCB4,0.0375022279625444,4400996.310623184,0.39448897153857626,0.05081962733761082,7.762531765883711
VIVR3,0.003368834688346883,1190675.4412827461,374.42248299728277,10.60632730816114,35.30180354788597
RPMG3,0.01102983008181246,1776914.0028319699,4057.7435375255877,152.05342315614513,26.686301783279497
PDGR3,0.06581035801713585,36509381.832313344,1.4862300568706959,0.28440205034045835,5.22580640713218
OSXB3,15.021988181818184,4216135.146320347,0.36525072155721655,0.08595997307178804,4.249079059764054
OIBR3,0.015021961674230967,26086942.477559254,0.7502252298741829,0.10458644058204039,7.17325521070474
MMXM3,20.600759192825116,17643285.092675634,1.3925959856724939,0.07541858494576882,18.464891467718026
LUPA3,0.20182007586810624,3315664.63583309,0.7155410545894703,0.05002095754536816,14.304825211322408
FHER3,0.04819720236244949,1564228.1917935966,0.2652186660054629,0.036705822366289415,7.2255203373141
WIZS3,0.053465731874145016,10517446.005471956,0.9199610538043386,0.15220072464567116,6.044393388704564
VLID3,0.17070889412773252,9922302.781825975,0.615371280247857,0.2735936162343029,2.249216515786169
VIVT3,0.2759470797720798,1153047.012345679,5.178529277417078,3.2273949269321003,1.604553949751569
VALE3,0.7452165654893305,196639730.65838853,33.059015882617715,10.816364660306748,3.0563888072242724
USIM3,0.6103748800174522,7785723.776396161,16.59242839210328,3.0165299746931735,5.5005017458150665
TUPY3,0.1012692776327241,3597664.628372498,108.81761176915245,30.912861607672987,3.520140359381755
TRIS3,0.01370244574578023,1720975.6582845333,0.6605976090548525,0.1688595092053375,3.9121137575471034
TPIS3,0.012430541401273885,1390783.7557324842,0.48256151997549096,0.07219457195025106,6.684180083622102
TOTS3,0.8295164945496273,20268702.050200805,7.795895528821128,2.3150208715227762,3.367527102981641
TIMP3,0.025441147769516732,46282623.15009294,1.9234193132336745,0.7527382961383962,2.5552297831809008
TGMA3,0.11718695033217337,3742958.9139512815,0.4952330999874981,0.19582746965793948,2.5289255938022572
TEND3,0.10618684615384613,13952965.716153847,0.6127948568218655,0.08652896536737417,7.081962140886992
TECN3,0.026976415094339616,1360003.6419696272,0.43792157678125954,0.06109847940711318,7.1674709588644205
TCSA3,0.017297886029411767,6068384.897671568,0.33582716410299807,0.026232977350962944,12.801717457003436
PMAM3,0.08109495524816926,2462691.1095741796,0.6213056624569404,0.03658455529086298,16.98273103273479
PLAS3,0.04698026944065487,1659339.3414051842,0.6028984893774643,0.09081198226107459,6.63897510401432
LAME4,0.3287602505065391,31271035.997973844,3.928893730220313,1.1040797826968598,3.558523389155333
ITUB4,0.1580191252779837,426445095.3828762,1.8225107905163114,0.5781054203100988,3.1525578665889467
GOLL4,0.32958612531969317,33911179.4741688,0.8376556731530468,0.0484205800958452,17.29957946589994
GOAU4,0.367911621522694,28999021.85387811,3.6587079975917245,1.3145500154148586,2.783239857509015
GGBR4,0.21075689038502,90973201.46076162,0.6468069563674862,0.19293855556127867,3.352398666434795
WEGE3,0.08936739130434782,29388435.690718472,0.5379090503580068,0.10776012978981718,4.991726080946468
VVAR3,0.035529776951672865,72938228.08327137,4.264207648919193,0.6204451503910687,6.872819694426571
VULC3,0.07981406896551721,1564719.4868965517,122.43419640109731,14.21061759172778,8.615684407155403
UGPA3,0.33516811759343657,82149096.48951687,1.8948860799318294,0.5630800337784598,3.365216250372962
FESA4,1.7053621457085832,1446795.1994211578,12.592636058059883,2.187779780090045,5.755897450309918
CMIG4,0.4002618960468523,50246496.00091508,0.5592777013890172,0.041880061972303755,13.354271103010316
HGTX3,0.16541822173435783,23383279.19648738,15.934803370605643,4.665956838649689,3.41512018255555
DASA3,0.2670345068238213,11331764.42617866,0.7284437232137366,0.17892711301901215,4.071175748173698
BRAP4,0.3579779055441479,31927768.04476386,0.13611169716794377,0.09395496661711421,1.448690815064912
BPAN4,0.011910851063829787,6146009.529078014,0.13186819781627576,0.045796293578383836,2.8794513160890047
BBDC4,0.3587480603842634,181237743.02371454,0.6634829949685473,0.21753425235469162,3.0500162056627853
AZUL4,0.4026170026881721,81480024.5672043,1.2602706520841658,0.4211441563217373,2.99249231686209
TBOF11,0.3145969066032123,857967.8791850089,0.37630943107589365,0.14507815578862823,2.593839362172194
