Date,Open,High,Low,Close,Adj Close,Volume
2018-03-08,100.699997,102.480003,100.500000,100.989998,100.989998,5200
2018-03-09,100.800003,101.500000,100.419998,100.500000,100.500000,4488
2018-03-12,100.500000,101.180000,100.349998,100.790001,100.790001,2003
2018-03-13,100.790001,100.800003,100.000000,100.230003,100.230003,2749
2018-03-14,100.199997,100.500000,99.099998,100.500000,100.500000,3153
2018-03-15,100.110001,100.510002,99.500000,100.400002,100.400002,2073
2018-03-16,100.790001,100.800003,99.650002,100.790001,100.790001,2578
2018-03-19,100.790001,100.800003,99.900002,99.900002,99.900002,1058
2018-03-20,100.250000,100.250000,100.000000,100.000000,100.000000,1685
2018-03-21,100.000000,100.000000,99.900002,100.000000,100.000000,1877
2018-03-22,99.860001,100.000000,97.330002,99.000000,99.000000,5139
2018-03-23,99.790001,99.790001,98.300003,98.300003,98.300003,1585
2018-03-26,99.800003,99.849998,98.239998,99.839996,99.839996,624
2018-03-27,99.790001,99.790001,98.989998,99.000000,99.000000,239
2018-03-28,99.000000,99.000000,98.029999,99.000000,99.000000,726
2018-03-29,98.989998,100.489998,98.989998,100.489998,100.489998,810
2018-04-02,100.489998,100.489998,98.160004,98.989998,98.989998,2105
2018-04-03,99.389999,99.389999,98.209999,98.559998,98.559998,631
2018-04-04,99.199997,101.000000,98.550003,100.000000,100.000000,3667
2018-04-05,99.989998,100.000000,98.730003,100.000000,100.000000,1567
2018-04-06,99.599998,99.599998,99.599998,99.599998,99.599998,361
2018-04-09,100.489998,100.489998,98.199997,98.199997,98.199997,1551
2018-04-10,98.989998,100.000000,98.199997,99.040001,99.040001,761
2018-04-11,99.000000,99.989998,98.500000,98.500000,98.500000,280
2018-04-12,98.800003,99.989998,98.050003,99.989998,99.989998,1800
2018-04-13,98.709999,99.970001,98.699997,98.900002,98.900002,553
2018-04-16,98.809998,99.900002,98.510002,99.900002,99.900002,2084
2018-04-17,99.889999,99.889999,98.110001,99.000000,99.000000,2388
2018-04-18,99.500000,99.500000,98.000000,99.500000,99.500000,2232
2018-04-19,99.500000,99.500000,98.000000,98.000000,98.000000,3596
2018-04-20,99.489998,100.000000,98.000000,98.000000,98.000000,1080
2018-04-23,99.440002,99.449997,96.800003,98.500000,98.500000,3975
2018-04-24,97.510002,98.500000,95.519997,97.500000,97.500000,741
2018-04-25,98.500000,98.500000,96.510002,98.190002,98.190002,430
2018-04-26,97.800003,98.400002,97.500000,97.800003,97.800003,533
2018-04-27,97.500000,98.400002,97.500000,98.389999,98.389999,462
2018-04-30,98.400002,99.500000,98.099998,99.500000,99.500000,2687
2018-05-02,99.970001,99.970001,99.050003,99.699997,99.699997,1769
2018-05-03,99.690002,99.699997,99.690002,99.699997,99.699997,833
2018-05-04,99.699997,99.699997,98.209999,99.500000,99.500000,3047
2018-05-07,99.500000,99.500000,99.470001,99.480003,99.480003,54
2018-05-08,99.500000,99.980003,98.519997,98.519997,98.519997,2908
2018-05-09,98.540001,99.989998,98.519997,99.980003,99.980003,2373
2018-05-10,99.809998,100.000000,99.010002,100.000000,100.000000,2634
2018-05-11,99.010002,100.500000,98.500000,99.970001,99.970001,3895
2018-05-14,99.970001,101.000000,98.440002,98.440002,98.440002,1738
2018-05-15,98.989998,98.989998,98.000000,98.000000,98.000000,1438
2018-05-16,98.129997,99.000000,98.129997,99.000000,99.000000,161
2018-05-17,98.989998,99.000000,98.000000,98.000000,98.000000,889
2018-05-18,98.010002,98.889999,97.500000,98.000000,98.000000,565
2018-05-21,97.699997,99.500000,96.610001,99.500000,99.500000,814
2018-05-22,97.050003,98.989998,96.500000,96.779999,96.779999,1154
2018-05-23,97.989998,97.989998,96.120003,96.120003,96.120003,713
2018-05-24,97.480003,97.480003,95.050003,96.949997,96.949997,797
2018-05-25,96.949997,97.470001,96.250000,96.250000,96.250000,2700
2018-05-28,96.260002,97.470001,95.500000,96.000000,96.000000,2059
2018-05-29,96.989998,97.480003,95.500000,97.480003,97.480003,555
2018-05-30,97.480003,99.000000,96.000000,99.000000,99.000000,1555
2018-06-01,97.010002,97.500000,96.120003,96.150002,96.150002,1348
2018-06-04,97.000000,97.000000,96.370003,96.410004,96.410004,1118
2018-06-05,98.989998,98.989998,97.000000,97.000000,97.000000,1058
2018-06-06,98.970001,98.980003,97.000000,97.000000,97.000000,1556
2018-06-07,97.000000,98.690002,86.500000,93.110001,93.110001,1987
2018-06-08,96.489998,97.699997,93.000000,93.000000,93.000000,1049
2018-06-11,94.250000,97.449997,93.199997,93.199997,93.199997,612
2018-06-12,93.199997,94.500000,90.010002,93.019997,93.019997,2013
2018-06-13,94.370003,98.000000,93.279999,93.279999,93.279999,2217
2018-06-14,94.980003,94.989998,91.059998,92.000000,92.000000,703
2018-06-15,92.000000,95.000000,91.300003,92.000000,92.000000,480
2018-06-18,92.000000,93.989998,91.099998,92.959999,92.959999,1931
2018-06-19,92.000000,93.699997,91.000000,92.070000,92.070000,1387
2018-06-20,92.010002,93.699997,91.559998,93.699997,93.699997,3041
2018-06-21,93.500000,95.000000,93.500000,95.000000,95.000000,874
2018-06-22,94.050003,95.000000,94.050003,94.050003,94.050003,686
2018-06-25,94.010002,95.000000,92.050003,93.000000,93.000000,2574
2018-06-26,94.989998,94.989998,92.010002,94.800003,94.800003,636
2018-06-27,92.150002,94.650002,92.150002,94.379997,94.379997,1758
2018-06-28,92.680000,94.000000,92.059998,92.529999,92.529999,6974
2018-06-29,92.529999,95.000000,90.150002,94.500000,94.500000,6345
2018-07-02,94.500000,94.949997,92.500000,94.949997,94.949997,1977
2018-07-03,94.500000,94.959999,94.500000,94.959999,94.959999,206
2018-07-04,94.000000,95.000000,92.910004,93.050003,93.050003,1980
2018-07-05,93.330002,95.339996,92.529999,93.040001,93.040001,1963
2018-07-06,92.800003,94.989998,92.500000,92.529999,92.529999,602
2018-07-10,93.010002,94.949997,92.160004,93.040001,93.040001,1661
2018-07-11,93.180000,95.500000,93.180000,95.500000,95.500000,2273
2018-07-12,95.489998,96.349998,94.779999,94.779999,94.779999,921
2018-07-13,95.000000,95.349998,93.050003,95.349998,95.349998,2042
2018-07-16,95.349998,95.349998,94.760002,95.000000,95.000000,1393
2018-07-17,95.000000,98.489998,94.800003,98.480003,98.480003,3968
2018-07-18,98.449997,98.449997,95.559998,97.650002,97.650002,2039
2018-07-19,97.860001,97.860001,94.750000,94.750000,94.750000,1270
2018-07-20,96.769997,96.790001,94.750000,95.000000,95.000000,226
2018-07-23,96.000000,96.889999,94.989998,96.889999,96.889999,1463
2018-07-24,95.199997,96.989998,95.099998,96.989998,96.989998,1864
2018-07-25,96.980003,96.989998,95.250000,96.989998,96.989998,670
2018-07-26,96.000000,96.000000,95.019997,95.040001,95.040001,1067
2018-07-27,94.989998,95.040001,93.989998,95.040001,95.040001,2388
2018-07-30,93.629997,95.500000,93.180000,93.180000,93.180000,2647
2018-07-31,95.089996,95.099998,94.000000,94.900002,94.900002,808
2018-08-01,94.199997,94.199997,93.650002,93.650002,93.650002,1370
2018-08-02,93.550003,95.000000,93.550003,94.489998,94.489998,339
2018-08-03,94.889999,95.000000,94.300003,95.000000,95.000000,513
2018-08-06,94.330002,96.930000,94.000000,96.489998,96.489998,4198
2018-08-07,95.500000,96.430000,95.500000,95.800003,95.800003,1029
2018-08-08,96.919998,96.930000,94.610001,94.610001,94.610001,1281
2018-08-09,96.940002,96.940002,94.739998,96.839996,96.839996,1476
2018-08-10,94.959999,98.529999,94.709999,95.150002,95.150002,2001
2018-08-13,95.160004,96.889999,95.160004,96.870003,96.870003,3260
2018-08-14,96.480003,97.279999,96.300003,97.279999,97.279999,1973
2018-08-15,97.279999,97.930000,96.309998,96.699997,96.699997,1702
2018-08-16,96.720001,97.730003,96.699997,97.699997,97.699997,1687
2018-08-17,97.690002,97.690002,96.120003,96.889999,96.889999,1505
2018-08-20,96.879997,97.000000,96.599998,97.000000,97.000000,878
2018-08-21,97.660004,97.660004,96.410004,96.690002,96.690002,1579
2018-08-22,97.400002,97.559998,96.000000,97.269997,97.269997,616
2018-08-23,97.029999,97.489998,96.000000,96.000000,96.000000,940
2018-08-24,97.440002,97.480003,96.010002,97.480003,97.480003,2227
2018-08-27,96.010002,97.480003,96.010002,97.050003,97.050003,1008
2018-08-28,97.059998,97.669998,96.010002,97.500000,97.500000,1570
2018-08-29,97.000000,97.480003,97.000000,97.300003,97.300003,1239
2018-08-30,97.000000,97.489998,95.800003,95.800003,95.800003,5519
