Date,Open,High,Low,Close,Adj Close,Volume
2017-09-27,85.599998,90.150002,85.599998,89.000000,89.000000,193
2017-09-28,89.000000,89.000000,89.000000,89.000000,89.000000,0
2017-09-29,88.000000,89.500000,87.000000,89.500000,89.500000,802
2017-10-02,88.690002,88.690002,87.000000,87.000000,87.000000,19
2017-10-03,86.000000,86.000000,82.160004,85.000000,85.000000,1139
2017-10-04,85.050003,85.889999,85.000000,85.050003,85.050003,1306
2017-10-05,86.000000,86.500000,86.000000,86.500000,86.500000,378
2017-10-06,86.419998,86.419998,85.000000,85.000000,85.000000,1355
2017-10-09,85.050003,86.000000,85.000000,86.000000,86.000000,585
2017-10-10,85.029999,86.000000,83.279999,85.300003,85.300003,2791
2017-10-11,85.699997,85.699997,85.699997,85.699997,85.699997,60
2017-10-12,null,null,null,null,null,null
2017-10-13,85.989998,85.989998,85.839996,85.839996,85.839996,10
2017-10-16,85.839996,85.839996,84.500000,84.900002,84.900002,238
2017-10-17,84.900002,86.260002,84.900002,86.260002,86.260002,276
2017-10-18,86.230003,86.230003,86.199997,86.199997,86.199997,129
2017-10-19,86.000000,86.000000,85.800003,85.800003,85.800003,35
2017-10-20,85.480003,85.919998,84.190002,84.190002,84.190002,606
2017-10-23,86.480003,86.489998,85.000000,85.300003,85.300003,799
2017-10-24,85.769997,86.000000,84.190002,84.190002,84.190002,389
2017-10-25,86.000000,87.000000,84.529999,87.000000,87.000000,532
2017-10-26,86.900002,86.900002,86.889999,86.900002,86.900002,56
2017-10-27,84.660004,87.440002,84.519997,87.000000,87.000000,33
2017-10-30,87.000000,87.000000,87.000000,87.000000,87.000000,29
2017-10-31,85.510002,86.989998,85.500000,86.010002,86.010002,559
2017-11-01,87.400002,88.500000,87.000000,87.500000,87.500000,693
2017-11-02,null,null,null,null,null,null
2017-11-03,89.000000,89.000000,87.000000,87.000000,87.000000,150
2017-11-06,87.000000,87.000000,87.000000,87.000000,87.000000,0
2017-11-07,87.000000,87.500000,86.699997,87.500000,87.500000,462
2017-11-08,87.620003,87.620003,87.459999,87.500000,87.500000,948
2017-11-09,87.989998,88.300003,87.500000,87.540001,87.540001,1012
2017-11-10,88.279999,88.300003,87.580002,88.300003,88.300003,330
2017-11-13,89.000000,90.599998,89.000000,89.410004,89.410004,344
2017-11-14,90.000000,90.599998,89.500000,89.500000,89.500000,1869
2017-11-15,null,null,null,null,null,null
2017-11-16,89.989998,91.199997,89.989998,90.500000,90.500000,625
2017-11-17,91.000000,91.000000,90.699997,90.699997,90.699997,336
2017-11-20,null,null,null,null,null,null
2017-11-21,92.000000,93.000000,90.910004,93.000000,93.000000,569
2017-11-22,93.000000,93.000000,92.750000,93.000000,93.000000,250
2017-11-23,95.000000,95.000000,92.330002,92.330002,92.330002,664
2017-11-24,94.089996,94.099998,94.089996,94.099998,94.099998,27
