Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,0.690000,0.740000,0.690000,0.690000,0.229470,0
2000-01-04,0.690000,0.690000,0.690000,0.690000,0.229470,0
2000-01-05,0.600000,0.730000,0.600000,0.600000,0.199539,0
2000-01-06,0.680000,0.730000,0.680000,0.680000,0.226145,0
2000-01-07,0.710000,0.710000,0.710000,0.710000,0.236121,12000
2000-01-10,0.720000,0.850000,0.720000,0.720000,0.239447,0
2000-01-11,0.730000,0.780000,0.730000,0.730000,0.242773,0
2000-01-12,0.750000,0.750000,0.750000,0.750000,0.249424,10000
2000-01-13,0.720000,0.800000,0.720000,0.720000,0.239447,0
2000-01-14,0.720000,0.750000,0.720000,0.720000,0.239447,0
2000-01-17,0.700000,0.800000,0.700000,0.700000,0.232796,0
2000-01-18,0.690000,0.760000,0.690000,0.690000,0.229470,0
2000-01-19,0.700000,0.770000,0.700000,0.700000,0.232796,0
2000-01-20,0.670000,0.900000,0.670000,0.670000,0.222819,0
2000-01-21,0.660000,0.760000,0.660000,0.660000,0.219493,0
2000-01-24,0.650000,0.900000,0.650000,0.650000,0.216168,0
2000-01-25,0.650000,0.650000,0.650000,0.650000,0.216168,0
2000-01-26,0.680000,0.850000,0.680000,0.680000,0.226145,0
2000-01-27,0.700000,0.740000,0.700000,0.700000,0.232796,0
2000-01-28,0.700000,0.700000,0.660000,0.660000,0.219493,2000
2000-01-31,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-01,0.590000,0.710000,0.590000,0.590000,0.196214,0
2000-02-02,0.580000,0.690000,0.580000,0.580000,0.192888,0
2000-02-03,0.540000,0.670000,0.540000,0.540000,0.179585,0
2000-02-04,0.590000,0.680000,0.590000,0.590000,0.196214,0
2000-02-07,0.570000,0.660000,0.570000,0.570000,0.189562,0
2000-02-08,0.660000,0.660000,0.660000,0.660000,0.219493,10000
2000-02-09,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-10,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-11,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-14,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-15,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-16,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-17,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-18,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-21,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-22,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-23,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-24,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-25,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-28,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-02-29,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-01,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-02,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-03,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-06,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-07,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-08,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-09,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-10,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-13,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-14,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-15,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-16,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-17,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-20,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-21,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-03-22,0.650000,0.650000,0.650000,0.650000,0.216168,1000
2000-03-23,0.650000,0.650000,0.650000,0.650000,0.216168,0
2000-03-24,0.500000,0.660000,0.500000,0.500000,0.166283,0
2000-03-27,0.500000,0.500000,0.500000,0.500000,0.166283,0
2000-03-28,0.500000,0.500000,0.500000,0.500000,0.166283,0
2000-03-29,0.500000,0.500000,0.500000,0.500000,0.166283,0
2000-03-30,0.500000,0.500000,0.500000,0.500000,0.166283,0
2000-03-31,0.450000,0.600000,0.450000,0.450000,0.149654,0
2000-04-03,0.450000,0.450000,0.450000,0.450000,0.149654,0
2000-04-04,0.450000,0.450000,0.450000,0.450000,0.149654,0
2000-04-05,0.450000,0.450000,0.450000,0.450000,0.149654,0
2000-04-06,0.500000,0.720000,0.500000,0.500000,0.166283,0
2000-04-07,0.500000,0.500000,0.500000,0.500000,0.166283,0
2000-04-10,0.660000,0.660000,0.660000,0.660000,0.219493,4000
2000-04-11,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-04-12,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-04-13,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-04-14,0.660000,0.660000,0.660000,0.660000,0.219493,0
2000-04-17,0.600000,0.600000,0.600000,0.600000,0.199539,1000
2000-04-18,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-19,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-20,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-21,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-24,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-25,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-26,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-27,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-04-28,0.600000,0.600000,0.600000,0.600000,0.199539,28000
2000-05-01,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-05-02,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-05-03,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-05-04,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-05-05,0.600000,0.600000,0.600000,0.600000,0.199539,16000
2000-05-08,0.600000,0.650000,0.600000,0.600000,0.199539,0
2000-05-09,0.500000,0.700000,0.500000,0.500000,0.166283,0
2000-05-10,0.600000,0.600000,0.600000,0.600000,0.199539,45000
2000-05-11,0.570000,0.640000,0.570000,0.570000,0.189562,0
2000-05-12,0.610000,0.640000,0.610000,0.610000,0.202865,0
2000-05-15,0.570000,0.640000,0.570000,0.570000,0.189562,0
2000-05-16,0.600000,0.640000,0.600000,0.600000,0.199539,0
2000-05-17,0.600000,0.600000,0.600000,0.600000,0.199539,0
2000-05-18,0.600000,0.600000,0.600000,0.600000,0.199539,12000
2000-05-19,0.600000,0.600000,0.600000,0.600000,0.199539,50000
2000-05-22,0.550000,0.650000,0.550000,0.550000,0.182911,0
