Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,0.550230,0.868780,0.550230,0.550230,0.487441,0
2000-01-04,0.550230,0.868780,0.550230,0.550230,0.487441,0
2000-01-05,0.550230,0.868780,0.550230,0.550230,0.487441,0
2000-01-06,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-07,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-10,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-11,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-12,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-13,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-14,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-17,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-18,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-19,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-20,0.550230,0.550230,0.550230,0.550230,0.487441,0
2000-01-21,0.633620,0.633620,0.633620,0.633620,0.561315,1452
2000-01-24,0.666060,0.666060,0.666060,0.666060,0.590053,0
2000-01-25,0.666060,0.666060,0.666060,0.666060,0.590053,0
2000-01-26,0.593670,0.868780,0.593670,0.593670,0.525924,0
2000-01-27,0.666060,0.868780,0.666060,0.666060,0.590053,0
2000-01-28,0.695020,1.158370,0.695020,0.695020,0.615708,0
2000-01-31,0.702260,1.156930,0.702260,0.702260,0.622122,0
2000-02-01,0.702260,1.156930,0.702260,0.702260,0.622122,0
2000-02-02,0.702260,1.156930,0.702260,0.702260,0.622122,0
2000-02-03,0.702260,1.156930,0.702260,0.702260,0.622122,0
2000-02-04,0.723980,1.156930,0.723980,0.723980,0.641363,0
2000-02-07,0.741360,1.156930,0.741360,0.741360,0.656760,0
2000-02-08,0.741360,1.156930,0.741360,0.741360,0.656760,0
2000-02-09,0.741360,1.085980,0.741360,0.741360,0.656760,0
2000-02-10,0.741360,1.085980,0.741360,0.741360,0.656760,0
2000-02-11,0.695610,0.695610,0.695610,0.695610,0.616231,129951
2000-02-14,0.738460,1.303170,0.738460,0.738460,0.654191,0
2000-02-15,0.741360,1.013580,0.741360,0.741360,0.656760,0
