Date,Open,High,Low,Close,Variation,Volume
2018-04-26,101.0,101.0,101.0,101.0,0.0,3573
2018-04-27,101.0,101.0,101.0,101.0,0.0,0
2018-04-30,101.0,101.0,101.0,101.0,0.0,0
2018-05-02,101.0,101.0,101.0,101.0,0.0,0
2018-05-03,101.0,101.0,101.0,101.0,0.0,0
2018-05-04,101.0,101.0,101.0,101.0,0.0,0
2018-05-07,101.0,101.0,101.0,101.0,0.0,0
2018-05-08,101.0,101.0,101.0,101.0,0.0,0
2018-05-09,101.0,101.0,101.0,101.0,0.0,0
2018-05-10,101.0,101.0,101.0,101.0,0.0,0
2018-05-11,101.0,101.0,101.0,101.0,0.0,0
2018-05-14,101.0,101.0,101.0,101.0,0.0,0
2018-05-15,101.0,101.0,101.0,101.0,0.0,0
2018-05-16,101.0,101.0,101.0,101.0,0.0,0
2018-05-17,101.0,101.0,101.0,101.0,0.0,0
2018-05-18,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,1766
2018-05-21,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,0
2018-05-22,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,0
2018-05-23,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,0
2018-05-24,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,0
2018-05-25,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,4115
2018-05-28,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-05-29,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-05-30,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-06-01,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-06-04,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-06-05,100.55999755859375,100.55999755859375,100.55999755859375,100.55999755859375,0.0,0
2018-06-06,100.13999938964844,100.13999938964844,100.13999938964844,100.13999938964844,0.0,2000
2018-06-07,100.13999938964844,100.13999938964844,100.13999938964844,100.13999938964844,0.0,0
2018-06-08,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0.0,2000
2018-06-11,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0.0,0
2018-06-12,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0.0,0
2018-06-13,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0.0,0
2018-06-14,100.20999908447266,100.20999908447266,100.20999908447266,100.20999908447266,0.0,0
2018-06-15,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,0.0,613
2018-06-18,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,1600
2018-06-19,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-20,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-21,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-22,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-25,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-26,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-27,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-28,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-06-29,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-02,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-03,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-04,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-05,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-06,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-10,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-11,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-12,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-13,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-16,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-17,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-18,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-19,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-20,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-23,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-24,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-25,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-26,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-27,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-30,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-07-31,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-01,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-02,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-03,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-06,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-07,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-08,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-09,100.41999816894531,100.41999816894531,100.41999816894531,100.41999816894531,0.0,0
2018-08-10,100.25,100.25,100.25,100.25,0.0,3000
2018-08-13,100.25,100.25,100.25,100.25,0.0,0
2018-08-14,100.30000305175781,100.30000305175781,100.30000305175781,100.30000305175781,0.0,5084
2018-08-15,100.30000305175781,100.30000305175781,100.30000305175781,100.30000305175781,0.0,0
2018-08-16,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,1550
2018-08-17,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-20,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-21,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-22,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-23,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-24,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-27,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-28,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-29,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-30,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-08-31,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-09-03,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-09-04,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-09-05,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-09-06,100.36000061035156,100.36000061035156,100.36000061035156,100.36000061035156,0.0,0
2018-09-10,102.0,102.0,102.0,102.0,0.0,1
2018-09-11,102.0,102.0,102.0,102.0,0.0,0
2018-09-12,102.0,102.0,102.0,102.0,0.0,0
2018-09-13,102.0,102.0,102.0,102.0,0.0,0
2018-09-14,102.0,102.0,102.0,102.0,0.0,0
2018-09-17,102.0,102.0,102.0,102.0,0.0,0
2018-09-18,102.0,102.0,102.0,102.0,0.0,0
2018-09-19,102.0,102.0,102.0,102.0,0.0,0
2018-09-20,102.0,102.0,102.0,102.0,0.0,0
2018-09-21,102.0,102.0,102.0,102.0,0.0,0
2018-09-24,102.0,102.0,102.0,102.0,0.0,0
2018-09-25,102.0,102.0,102.0,102.0,0.0,0
2018-09-26,102.0,102.0,102.0,102.0,0.0,0
2018-09-27,102.0,102.0,102.0,102.0,0.0,0
2018-09-28,102.0,102.0,102.0,102.0,0.0,0
2018-10-01,102.0,102.0,102.0,102.0,0.0,0
2018-10-02,102.0,102.0,102.0,102.0,0.0,0
2018-10-03,102.0,102.0,102.0,102.0,0.0,0
2018-10-04,102.0,102.0,102.0,102.0,0.0,0
2018-10-05,102.0,102.0,102.0,102.0,0.0,0
2018-10-08,102.0,102.0,102.0,102.0,0.0,0
2018-10-09,102.0,102.0,102.0,102.0,0.0,0
2018-10-10,102.0,102.0,102.0,102.0,0.0,0
2018-10-11,102.0,102.0,102.0,102.0,0.0,0
2018-10-15,102.0,102.0,102.0,102.0,0.0,0
2018-10-16,102.0,102.0,102.0,102.0,0.0,0
2018-10-17,102.0,102.0,102.0,102.0,0.0,0
2018-10-18,102.0,102.0,102.0,102.0,0.0,0
2018-10-19,102.0,102.0,102.0,102.0,0.0,0
2018-10-22,102.0,102.0,102.0,102.0,0.0,0
2018-10-23,102.0,102.0,102.0,102.0,0.0,0
2018-10-24,102.0,102.0,102.0,102.0,0.0,0
2018-10-25,102.0,102.0,102.0,102.0,0.0,0
2018-10-26,102.0,102.0,102.0,102.0,0.0,0
2018-10-29,102.0,102.0,102.0,102.0,0.0,0
2018-10-30,102.0,102.0,102.0,102.0,0.0,0
2018-10-31,102.0,102.0,102.0,102.0,0.0,0
2018-11-01,102.0,102.0,102.0,102.0,0.0,0
2018-11-05,102.0,102.0,102.0,102.0,0.0,0
2018-11-06,102.0,102.0,102.0,102.0,0.0,0
2018-11-07,102.0,102.0,102.0,102.0,0.0,0
2018-11-08,102.0,102.0,102.0,102.0,0.0,0
2018-11-09,102.0,102.0,102.0,102.0,0.0,0
2018-11-12,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,3253
2018-11-13,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-14,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-16,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-19,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-21,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-22,100.2699966430664,100.2699966430664,100.2699966430664,100.2699966430664,0.0,0
2018-11-23,100.58000183105469,100.58000183105469,100.58000183105469,100.58000183105469,0.0,12853
2018-11-26,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,670
2018-11-27,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-11-28,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-11-29,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-11-30,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-12-03,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-12-04,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,0.0,0
2018-12-05,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,2500
2018-12-06,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,5
2018-12-07,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-10,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-11,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-12,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-13,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-14,100.1500015258789,100.1500015258789,100.1500015258789,100.1500015258789,0.0,0
2018-12-17,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,800
2018-12-18,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-19,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-20,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-21,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-26,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-27,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2018-12-28,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2019-01-02,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2019-01-03,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2019-01-04,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2019-01-07,100.45999908447266,100.45999908447266,100.45999908447266,100.45999908447266,0.0,0
2019-01-08,101.0,101.0,101.0,101.0,0.0,35
2019-01-09,96.0,96.0,96.0,96.0,0.0,22
2019-01-10,96.0,96.0,96.0,96.0,0.0,0
2019-01-11,100.80000305175781,100.80000305175781,100.0,100.0,-0.7936537971601432,26
2019-01-14,100.0,100.0,100.0,100.0,0.0,203
2019-01-15,100.0,100.0,98.0,100.0,0.0,574
2019-01-16,100.0,100.0,98.0,100.0,0.0,149
2019-01-17,100.0,100.0,100.0,100.0,0.0,0
2019-01-18,100.0,100.0,100.0,100.0,0.0,5
2019-01-21,100.0,100.0,100.0,100.0,0.0,27
2019-01-22,100.0,100.0,100.0,100.0,0.0,7
2019-01-23,100.0,100.0,100.0,100.0,0.0,9
2019-01-24,100.0,100.0,99.88999938964844,99.88999938964844,-0.11000061035155717,10034
2019-01-28,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,0.0,0
2019-01-29,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,0.0,0
2019-01-30,101.0,101.0,101.0,101.0,0.0,20
2019-01-31,101.0,101.0,101.0,101.0,0.0,0
2019-02-01,101.0,101.0,101.0,101.0,0.0,0
2019-02-04,101.0,101.0,101.0,101.0,0.0,0
2019-02-05,101.0,101.0,101.0,101.0,0.0,5
2019-02-06,101.0999984741211,114.5,101.0999984741211,102.0,0.8902092378461068,15
2019-02-07,102.19999694824219,102.19999694824219,101.0,101.0,-1.1741653464529045,285
2019-02-08,101.0,101.0,101.0,101.0,0.0,20
2019-02-11,100.23999786376953,100.23999786376953,100.23999786376953,100.23999786376953,0.0,2490
2019-02-12,100.98999786376953,100.98999786376953,100.23999786376953,100.23999786376953,-0.7426478026187455,35
2019-02-13,100.23999786376953,101.0,100.23999786376953,101.0,0.7581825143924581,6
2019-02-14,100.30000305175781,100.36000061035156,100.25,100.36000061035156,0.05981810246087349,9922
2019-02-15,101.19999694824219,101.19999694824219,101.19999694824219,101.19999694824219,0.0,2
2019-02-18,101.22000122070312,101.22000122070312,101.22000122070312,101.22000122070312,0.0,2
2019-02-19,102.9000015258789,102.9000015258789,100.48999786376953,100.48999786376953,-2.3420832131895275,2478
2019-02-20,101.0,101.0,100.5,100.5,-0.4950495049504955,88
2019-02-21,100.5,100.5,98.0,98.0,-2.487562189054726,100
2019-02-22,100.25,100.25,100.19000244140625,100.19000244140625,-0.05984793874688199,45
2019-02-25,100.25,100.25,100.25,100.25,0.0,9
